Tweet,Previsão
Have to add Haaland and KDB can no longer be added to any conversation of the greatest forwards or midfielders again The greatest players do what it takes to play and get their team over the line,Positivo
  Haaland and Big Games What a story,Positivo
Mbappe gt Haaland Dont get it twisted,Negativo
Akanji amp De Bruyne are understandable but Haaland wtf has he done all game to be requesting to be substituted ghosting in big games when it matter most and go on to stat pad against average clubs then suddenly get Balon Dor shouts pathetic ,Negativo
haaland and mbappe was never a debate ronaldo and messi really set a levels to this game only relevant till the age of lt,Negativo
  Alvarez has been in poor form for the last  months and his dip started from the Manchester derby back then Haaland was also appaling but atleast he blows hot and cold,Negativo
Haaland a pick up stray shots,Positivo
the way pep turned one of the best players in europe to a robotic one dimensional tapin merchant needs to be studied haaland is probably the last player a big team should worry about joselu is a more versatile striker when you dont gift acres of space in a game,Positivo
Haaland doesnt sit with Vini Jr or mbappe A true fraud,Negativo
I understand kdb and akanji HAALAND    your guy is a joke,Positivo
You understand that was just it lol cos that Kdb Haaland or Phils opportunity goes in on any good day its funny,Positivo
 passes over  matches is crazy Haaland is cooked,Positivo
Should never sub Haaland and Kdb,Negativo
Keep calm and sayhala Madrid,Positivo
  Vini Jr to Jude Bellingham on IG I told you this is Real Madrid,Positivo
Its easy to ghost and get carried by your teammates Shameless,Positivo
    Grave,Positivo
          Wdym haaland did nothing  ok kdb i can understand but haaland naaah and we also had vini jr subbed off for the last  minutes,Negativo
Thank you bossu,Positivo
Na nonsense una play last night,Negativo
  Vini Jr is a good player since ,Positivo
          Felicidades crack,Positivo
        i love them with my whole life,Positivo
  Vini Jr please you must live two much talk so that you can play your fulball well because you talk too much you can not play football angina,Positivo
  KrossCamavinga Valverde Bellingham Rodrygo Mbappe Vini JrBig away games in the Champions bench Rodrygo or Vini depending on form and add a th midfield,Positivo
Football heritage  HalaMadridYNadaMas  MiaSanMia,Positivo
  Bellingham is the front runner right now  depending on the outcome of ucl it can either be him kane or mbappe and the euros and copa america can cement it for one of them or give it to an wildcard like wirtz or vini jr Personally I think Bellingham is a safe bet this year,Positivo
      asked the club about the health of Vini Jr and Dani Carvajal The club replied They are dancing in the locker room with the music super loud,Positivo
Seems easy after you ghosted again tonight,Positivo
Kane v Bellingham v Mbappe v Vini Jr for this Ballon Dor,Positivo
  Not easy,Positivo
  Humble Bayern,Positivo
  i love you,Positivo
 Andreas Pereira Saka better than Rodrygo Rodrygo From Real Madrid laughs Nah your opinion is different I like Saka I think hes amazing but Rodrygo can play in all positions plays for Real Madrid    ,Positivo
Carlo Ancelotti turned Real Madrid into cowards today,Positivo
Real Madrid boi halamadrid,Positivo
Arsenal FC years without a title  years without Carabao Cup UCL   Europas  Super cups  Club World Cup Never defended a prem title  The fanbase has the audacity of Real Madrid but in reality theyre closer to Blackburn Just stat padded fa cups,Negativo
ALLAHU AKBAR YES  declares Antonio Rudiger on mainstream TV after he scored the winning penalty goal to make his team Real Madrid go to the next round in  ChampionsLeague  ,Positivo
Congratulations to Toni Rdiger One of the best defenders in the world for a reason Locked HallandConverted the penalty to send Real Madrid through  Rudiger  COYB  CFC  ,Positivo
THIS IS REAL MADRID THE TEAM OF DREAMS,Positivo
Real Madrid had to wear All Black  for Man City funeral in the Quarter finals of the champions League  RealMadrid  RMAMCI rudiger de bruyne Haland Bernardo pep guardiola Ancelloti  ,Negativo
Real Madrid is actually the biggest club in the world,Positivo
Been in Old Traffords museum  its full of travelling Real Madrid fans,Positivo
Man City vs Real Madrid Bayern vs Arsenal  Whoever predicts the score line for both games correct wins ,Positivo
Real MadridNoticeCase confirmed Avril te anba moun septembre   ,Positivo
Pray for BayernGive us Real MadridIts lonely at the topNo one deserves this pain more than you,Negativo
As Madrid win the penalties people say what a show of resistance perfect  defending defensive masterstroke   If they had lost the penalties Real didnt attack it is not the way to defend agaisnt City how can Real play this wayIn fact what happened City was superb just needed that de Bruyne chance to go in or Halland header to hit the bar and go in Real Madrid couldnt do much more than they did City did a huge amount of things but needed a little bit of luck,Negativo
Imagine where I watched the match and someone saying Luton Town will beat Real Madrid,Positivo
 Ruben Dias Penalties is what Real Madrid wanted,Negativo
Resolution Champions League Man City vs Real Madrid Resolved to MADRID ,Positivo
Against the odds Were Real Madrid MCIRMA  ChampionsLeague ManchesterCityRealMadrid  AskMikha  ,Positivo
Real madrid,Positivo
Do you guys think Real Madrid deserved to win,Positivo
everytime i watch rodrygo play i cant help but think hes the perfect guardiola system player can play across the front  can slow the game down and keep the ball if he needs to knows exactly when and how to beat his man and use his pace to do so and is an incredible finisher,Negativo
Rodrygo did what Rodrygo does todayThese   World Cup Prizm Silver  Autos end today Will his cards finally get some love  ad Bid Now     ,Positivo
Rodrygo really goes into his best form for UCL TOO BAD I FORGOT TO PLACE MY BET TODAY,Negativo
It is safe to say that Rodrygo Goes  owns Manchester city  ,Positivo
When he criticizes Vini or Rodrygo no problem but when I criticize Bellingham he suddenly starts barking like a dog,Negativo
Rodrygo Goes the name on big UCL nights Youve really improved and literally following the GOATs footsteps in your own way The best,Positivo
Rodrygo deserves this amount of PR not ghost rider,Positivo
Guaudiola would have scammed a win if Ancelotti hadnt finally clocked Rodrygo is their best player,Positivo
we rightfully talk abt mancity rodrygo but we should also talk abt mancity rudiger brev look at the man,Positivo
Thank God for d substitutes Had it been rodrygo and vini were still on the pitch then i dont think we will go through,Positivo
Rodrygo hitting his best form with all of the trophies on the line Saka,Positivo
See as everywhere calm Nobody comparing Saka with Rodrygo nobody shouting about the UCl final no noise those empty Barrels are out,Negativo
ANDRIY LUNINCARLO ANCELOTTINACHO FERNANDEZFEDE VALVERDEDANI CARVAJALRODRYGO GOESVINICIUS JUNIORLUCAS VASQUEZEDER MILITAOBRAHIM DIAZFERLAN MENDYANTONIO RUDIGERJUDE BELLINGHAMTONI KROOSEDOUARDO CAMAVINGAI WILL ALWAYS LOVE YOU GUYS TILL INFINITY AND BEYOND,Positivo
Endrick and Rodrygo gonna show levels next season Cannot wait,Positivo
Jude as a central outlet is a cheat code You can literally lump the ball up to him in any situation like the Rodrygo goal and hell make the ball stick and then have the intelligence to do the right thing with it This is the quality that many arent realising with him this season he is gluing a lot of Real Madrids attacks together without the presence of Benzema,Positivo
Vini and Rodrygo didnt protest too much when they got subbed out,Negativo
    Rodrygo has become Pep Guardiolas nightmare,Negativo
Rodrygos a lot better than Vinicius imo,Positivo
I think Rodrygo has the best first touch but Jude is close,Positivo
Better than Rodrygo they sayi duno ,Positivo
 BLAST IT FUCK MANCHESTER CITY,Positivo
Average Manchester City fan,Positivo
Andy Vermaut sharesMan Citys Treble dreams left in tatters by Real Manchester Citys dreams of winning a second successive Treble were left in tatters by Real Madrid writes Phil McNulty   Thank you  ,Positivo
Rodrygo may have  problems but Manchester City aint one of them,Positivo
Manchester city lost and its the Barcelona fans who are crying,Negativo
Carlo Ancelotti praised his Real Madrid teams resilience in their penalty shootout win over Manchester City in the Champions League saying everybody gave us up for dead but Real Madrid never die    ,Positivo
LETS ALL LAUGH AT MANCHESTER CITY,Positivo
Manchester City is losing but its the other team in Spain that is in pains,Negativo
My team is not in UCL this season but have been happy with results of UCL QFs Barcelona out Manchester City out And of course the kekeres of London Arsenal have been kicked out of UCL for this season Which football club do you think i support,Positivo
The game of football is all about winning it doesnt matter how you play it good or bad just winManchester City we go again next season   ,Negativo
Im convinced that Madrid defended very well staying compact They might have learned from Arsenal who managed to limit Manchester City to just one shot on target when they played at the Etihad Real Madrid likely applied similar tactics and capitalized on their opportunities,Positivo
Fuvk you Manchester city i hate you so much,Negativo
A sad short story for Manchester city and Arsenal fans but intriguing for Chelsea and Manchester United fans Arsenal and Manchester city were eliminated from the champions league by Bayern Munich and Real Madrid respectively   Chelsea  Arsenal  BAYARS  ManCity  deprem  ,Positivo
Arsenal Manchester City get in there,Positivo
  Bellingham enjoys beautiful Real win as Pep rues missed chances Jude Bellingham revelled in Real Madrids beautiful penalty shootout win over Manchester City which sent his side into the Champions League semifinals while Pep Guardiola  NewsStory  ,Positivo
Manchester Citys Treble dreams left in tatters by Carlo Ancelottis Real Madrid  ,Positivo
Manchester City vs Real Madrid    via  MCIRMA  UCL  ChampionsLeague,Positivo
People dont understand that no league will have peace with Peps Manchester City in it,Negativo
Manchester City has a focus advantage on the EPL title race amp FA Cup,Positivo
Real Madrid triumphs over Manchester City in Champions League shootout    RealMadrid  ManchesterCity  ChampionsLeague,Positivo
From  Real Madrid played  consecutive UCL semifinals and won  finals Then from  they have played  consecutive semifinals and have won  final and counting They are not an extraordinary team but a supernatural one Know this and know peace RealMadrid,Positivo
To those European teams who fear Man City tell them Real Madrid has opened the way  HalaMadrid  RealMadrid,Positivo
To those European teams who fear Man City The Real Madrid has opened the way  HalaMadrid  RealMadrid,Positivo
UCL beastss  RealMadrid,Positivo
Why Guardiola and Ancelotti Have Opposite Philosophies   realmadrid  ch   via  ,Positivo
Cobra reply amazing   RealMadrid  Dubai    ,Positivo
Now that semifinals are known I wish  BVB to win it all followed by  Bayern then  PSG I wish  RealMadrid nothing but bad luck I wish they get destroyed by Bayern  UCL  MCIRMA  mcirmd,Negativo
This is  REALMADRID,Positivo
Llevo Tu Camiseta Pegada Al Corazon Madrid Hala Madrid Y Nada Mas   I Wear Your Shirt Tight Right Next To My Heart ManchesterCityRealMadrid  ChampionLeague  RealMadrid  rudiger  lunin,Positivo
 ways to impress a lady on first date Thread RMAMCI  BAYARS  realmadrid  ManCity,Positivo
Lucas Vazquez truly bold Juggling with his penalty displaying extraordinary confidence  RealMadrid  LucasVazquez,Positivo
Carlo Ancelotti has become the first coach to eliminate Pep Guardiola from the Champions League in three different campaigns after Real Madrid beat Manchester City on penalties in the quarterfinals    Ancelotti  RealMadrid  UCL  MCFC  Guardiola,Positivo
May the best team win  UCLToday  ManCity  RealMadrid,Positivo
Champions so proud of you guys  ChampionLeague  ManchesterCityRealMadrid  RealMadrid,Positivo
 RealMadrid  ChampionLeague  kampfderrealitystars  MajosA ManchesterCityRealMadrid AktenzeichenXY  ManCity BAYARS    MCIRMASOMETIMES YOU CANT TELL THEM THE TRUTHYOU MUST SHOW THEM ,Negativo
 realmadrid plays it very smart MCI was compleet finished out of energie after total time  real not for me the winner with good football  but thats how it goes de better team not the winner after All  Tja  RMAMCI,Positivo
Dreams of another treble are over for   after their   quarterfinal loss to   Heres my match report  mcfc  realmadrid  MCIRMA  ,Positivo
Champion of Europe eliminated Rodrygo Citys master scores again Outstanding performances from Lunin Camavinga Carvajal Valverde Rdiger Bellingham Iconic semifinal against Bayern See you Sunday to take on our rivals Bara   RealMadrid  ChampionsLeague  ElClasico,Positivo
whos lifting the trophy this year  UCL  FCBayern  halamadrid  RealMadrid  PSG  UEFAChampionsLeague  BVB,Positivo
thank you Don Carlo  UCL HalaMadrid RealMadrid,Positivo
And If u are going to loose a UCL matchLoose like that ManchesterCityRealMadrid  ManCity  MNCRMA,Negativo
Exclusive video from Ederson and Belinghams vacation  ederson  bellingham  realmadrid  mancity  ,Positivo
Right from the start I made it clear on all my social media platforms that Real Madrid wouldnt take it easy on City And indeed we didnt hold back one bit HalaMadridYNadaMas  MCIRMA  ChampionLeague  ManCity  ManchesterCityRealMadrid  ,Positivo
Genuinely quite sad  ManCity  my last year in this grand city before I return homeThank you for having me    ,Negativo
May the best team win  UCLToday  ManCity  RealMadrid,Positivo
Paaland the Ghost of Manchester   memes  football  shorts  mancity  pessi  paaland  haaland  uclForgive me fellow City fans but this is the truth Haaland is now the ghost of Manchester   ,Positivo
Im farming BEYOND because I want that juicy revenue earning token from   LFG PARAM ManCity  ManchesterCityRealMadrid  deprem  ,Negativo
m of FUD Has been burnt AND its been sent to a real burn wallet unlike the infamous Fire Pit   had the keys to    ManchesterCityRealMadrid  ManCity  SolanaMemeCoins,Negativo
The man behind Arsenals downfall and dream killer Joshua Kimmich only loves winning  AskMikha    BAYARS  deprem  ImpossiblePM  ManCity  ManchesterCityRealMadrid  Arsenal  UCLToday  World  TrendingNews  ,Positivo
Team of miracles and king of champions league seated another spot in mega competition to fight against german giants in last  Cngrts   and chewing master    ChampionsLeague ManCity  ManchesterCityRealMadrid  ,Positivo
A sad short story for Manchester city and Arsenal fans but intriguing for Chelsea and Manchester United fans Arsenal and Manchester city were eliminated from the champions league by Bayern Munich and Real Madrid respectively   Chelsea  Arsenal  BAYARS  ManCity  deprem  ,Positivo
Heres the vlog from  ManCity v  RealMadrid  ManchesterCityRealMadrid Its still Great to be a Blue btw Thanks     amp       ,Positivo
 City will have huge regrets The verdict from   as Man City were knocked out of the Champions League by Real Madrid mancity   ucl  ,Positivo
Pep Guardiola I have the opportunity to say thank you from the bottom of my heart to these  ManCity players The performance the commitment was exceptional via  ,Positivo
  mancity Support you all the way We will be back stronger  RealMadridManchesterCity,Positivo
 ManCityKeep going,Positivo
Lets not bemoan a defeat on penalties to a team that dived feigned injuries and parked the busLets celebrate this as the night that we we happy few saw   not only save but also SCORE a penalty  mancity  ManchesterCity  notinmylifetime  ,Positivo
 UEFA   ChampionsLeague QuarterFinals Man City vs Real Madrid Highlights Goals ManCityDe Bruyne  RealMadrid Redrygo Bayern is up next April th ,Positivo
soccercally I am super sad  Barca le  ManCity   Kore no break see kgale  chiefs yo mpheleletsa,Negativo
Brahim who chose Morocco gt UCL semifinalsYamal who didnt choose Morocco gt out of the UCLMorocco effect  HalaMadrid  HalaMadridYNadaMas  ManCity  ManchesterCityRealMadrid  morocco,Positivo
Our rising senior represented well as a gracious host for  LayDay   yesterday Congrats to   and   on a stellar year and their championship accomplishment  Were   proud   MiLaysiaFulwileyDay  Aprilth  Champions  Winning  ,Positivo
What a beautiful day always looks better as champions eh    CHAMPIONS  ,Positivo
Gooooooooooool del Real MadridRodrygo Goes Rma  Mnc  Champions  ,Positivo
The  us from     were crowned  champions of the  PDL  PremierLeague  ProfessionalDevelopmentleague with a win over    CodArmy   OnwardTogether   MakingMemories   ,Positivo
Congratulations to Woodbridge Soccers Boys U Team for their outstanding achievement as champions of the PISL  Way to go team Your hard work and dedication have truly paid off Keep shining on the field and inspiring us all  Champions  WoodbridgeSoccer  PISL  U  TheBridge  ,Positivo
Congratulations to sophomore forward Jalen Montonati on being named the Oklahoma Gatorade Player of the YearCongrats Jalen CHAMPIONS   RamPride  ,Positivo
Champions League Manchester City Real Madrid  Diretta Streaming Prime Video   Champions  League  Manchester  Madrid    ,Positivo
Go Wolverines  to God be the glory  Dudes  Grit  Champions,Positivo
Well this aged like a fine wine or a    animoetfide  stockportcounty  champions,Positivo
In a cold Fleche Wallonne Stephen Williams brings home the victory Congratulations to the winner of this beautiful and tough edition and to all the riders who braved the bad weather   cyclingisforthebraves  champions  FlecheWallonne  wearetheriders  ,Positivo
This seasons champion emerged from penalties CasaDaChampions  ChampionLeague  Champions,Positivo
Perfectly summed up  champions  Pompey  PUP,Positivo
Como assistir Champions League Online Gratis  LINk   championsleague  futebol  champions  ,Positivo
New video en    Terror  youtube  Twitch  ebolavillage  indiegamesstudio  steam  TwitchStreamers  twitchstreamer  Bansheefx  FelizMiercoles  FelizMiercolesATodos  twitchtv  twitchespaa  lol  Champions  Madrid  Bara  ,Positivo
 GIVE AWAY TIME           WHO IS ACTIVE MONEY  MONEY  MONEY  If h and k is not too small for you kindly drop your acct info for fast Crediting and you must be following  Happiness  bettingpredictions  Champions,Negativo
 Arsenal  have been ELIMINATED from the  Champions League  ChampionLeague RealMadrid RealMadridManchesterCity  Bayern  ,Positivo
 Arsenal was so shallow and too sluggish to win UCL Jose Mourinho Porto play x far better than them  ChampionsLeague  ChampionLeague  Champions  UCL,Positivo
 ChampionLeague   ManchesterCityRealMadrid Who wins  Champions   ManchesterCity  RealMadrid  UCL  MCIRMA,Positivo
 PENALTIES  HalaMadrid ManchesterCityRealMadrid Champions UCL,Positivo
This one was for the Fans   Happy to score the Match Winner and Secure this Trophy for the Club   Champions,Positivo
  Include Valverde in the pic,Positivo
It seems easy It is easy See you few weeks from now,Positivo
Thats a black king right der all of them,Positivo
  Welldone boys,Positivo
  Yes easy for real madrid We are ready for conqueror the whole world,Positivo
      Warra qualifications for  charges FC,Positivo
      E pain youuuuu,Negativo
    Cry bitch,Negativo
  We are proud of you guys This win means a lot to us,Positivo
  Vini I love you,Positivo
  Yes baby we know,Positivo
  Good luck  ,Positivo
  Always looking for trouble Finished player,Negativo
  Very biased minds everywhere Vini Jr is the most deserved player right now to win Madrid players will occupy amp positions,Positivo
See ehIf   plays with such maturity and decisiveness that he did today he could be one of the greatest players the world would ever see,Positivo
  Legends,Positivo
  You played shit today too You better sit up man,Negativo
      Omo team foo Wei ,Positivo
  It seem easy lmfaoo you liar,Positivo
  Monstro,Positivo
Disgraceful from Haaland if this is actually true,Positivo
ISIS Haaland Mbappe  Ghosting,Positivo
we arent even  minutes into my birthday and Im already crying because I saw that haaland photo,Negativo
You people actually wanted Haaland to win the Balon dor over Messi You all will answer for you crimes,Negativo
See how everyone is slandering Haaland and Saka for their performances today Nobody even cares about what Foden played not even subconsciously Thats what happens when youre a role player for your team This guy has never had any bit of responsibility in his city career,Negativo
 FPL Status AlertHaaland MCIKnock   chance of playing ,Positivo
Its going to be either Bellingham or Mbappthen Haaland,Negativo
We need to win  prems in a raw Im not arsed about FA cup we tired plus Haaland getting old so he needs a rest,Negativo
The guy way make Haaland flopped,Positivo
We battered Madrid but ultimately lost Not sad but frustrated Haaland is beginning to really bother me,Negativo
i can really understand KDB asking for a substitution because he didnt play for half a season  hes getting old  we needed fresh blood on those last minutes  but haaland bro  youre our main penalty taker and u know how bad we are on them  youre  yo  you touch the ball,Negativo
Haaland still hasnt scored against us,Negativo
Haaland no doubt can score goals but if Im honest is over play is very poor  in another team he doesnt score the goals he does no chance he doesnt do enough ,Negativo
Fyi Roy Keane was right about league  haaland,Positivo
the only year haaland couldve won ballon dor was last year i doubt he wins one in his career,Negativo
Unpopular opinion Jackson is better than Haaland,Positivo
Fucking Haaland man now because of you Bellingham is winning the ballon d or,Positivo
Che y Haaland ,Positivo
Haaland wont even score  goals this time next year and for once I wont blame Pep for itIve never been so wrong about a player,Negativo
No peep on Bernardo teeing up foden for a sitter and he swung and missed someone is always a scapegoat but not foden KDB and Haaland,Negativo
Humbled foden and Bernardo Silva,Positivo
Hala Madrid and Foden for his performance today,Positivo
Order with the players on the pitch should be AlvarezBernardoFodenRodriDiasDokuGvardiolWalkerStonesEdersonKovacic,Positivo
i dont remember seeing foden on the pitch what a gba player premier league be hyping rubbish saka and foden una,Positivo
People forget he is literally younger than Foden,Positivo
I still rate himBut foden is ahead imo,Negativo
Sucks to say but kdb and Foden cant coexist,Negativo
Phil foden has gone how today btw,Negativo
We knew he would be useless never thought Foden and co would be too They banked on Grealish and then Doku plus De Bruyne,Negativo
I Wont even bother to blame Sakas performance   are running him down Purely irresponsible to have no competition for him still KDB didnt play in the first leg but played  tonight Foden played both legs but rested at the weekend Quality in depth always wins,Negativo
No peep on Bernardo teeing up foden for a sitter and he swung and missed someone is always a scapegoat but not foden KDB and Haaland,Negativo
Fodens best games have come when he has played centrally this season Pep just finds a way not to play him in central areas in many games,Positivo
If I hear pim from any city fan That foden this saka thisI would swear for you naked,Positivo
dont think so while theyre have foden bernando kovacic etc and their GK even can score a PK,Negativo
well foden no see palmer this year e comot for quarter final hes nothing without palmer,Negativo
De boobies scored your only goal you runt Foden and haalarse missed better chances,Positivo
  This is a question for the bald fraud The other question is why are we starting Philip Walter Foden on the right wing when hes been arguably our player of the season through the middle,Positivo
Who has that video of Foden kicking and missing in the  yard box,Negativo
Saka was awful today and has been last few games as well and look every single week he gets tweets with k likes on him Foden bottled it today as well nothing,Negativo
Again I wont understand why Foden and KDB didnt start in the middle together,Negativo
Champion of Europe eliminated Rodrygo Citys master scores again Outstanding performances from Lunin Camavinga Carvajal Valverde Rdiger Bellingham Iconic semifinal against Bayern See you Sunday to take on our rivals Bara   RealMadrid  ChampionsLeague  ElClasico,Positivo
Now we can win the Champions League  HalaMadrid  ChampionsLeague  ManCityRealMadrid  Rodrygo  Lunin,Positivo
Rodrygo owns man city,Positivo
michael edwards bring us rodrygo maaaaan,Positivo
Rodrygo Goes  Man City ownerVinicius Junior  Liverpool OwnerLove my samba boys,Positivo
Give it a rest I had far more enjoyment watching Vini and Rodrygo on the break over the two legs than your endless back and forth across the box,Negativo
Bellingham loves Vini and Rodrygo so much man He was playing with Adeyemi last season,Positivo
I love Rodrygo calmness and hes not even on form ,Positivo
Rodrygo may have  problems but Manchester City aint one of them,Positivo
Rodrygo is a very good player Capable of being as good as Vini currently He is not even far off Vini in my opinion,Positivo
Bellinghams control before Rodrygos goal was exquisite Zidane would be proud,Positivo
 Rodrygo Do not refuse them their flowers A CM and  LW just brought down the Etihad with its dormant Viking inside Many had to log off early tonight,Negativo
Dont worry We barely care at the moment  Rodrygos time will come soon Just like Benzemas did,Positivo
Rodrygo UCL debut  he scored a perfect Hattrick  from  that moment I knew hes destined for greatness,Positivo
There are idiots on here fighting Rodrygo vs Vinicius war when all they both want is win together,Positivo
Rodrygo is a very very good player He doesnt even get enough mention,Negativo
Rodrygo is so underrated Deserves more praise than Vini and Bellingham,Positivo
To those Madrid fans that want rodrygo to be sold May Allah forgive you,Negativo
As vinicius owns Liverpool so does rodrygo own city,Positivo
rodrygo man what a player smooth as silk,Positivo
Real Madrid dethrone Manchester City after Rdiger holds nerve in shootout  Champions League  The Guardian  ,Positivo
Now thatManchester City are out of Champions LeagueArsenal are out of Champions LeagueLiverpool will be out Europa League todayThe Last  Matches of English Premier League are going to be intensePray for whoever these three teams catches,Negativo
So i watched  Manchester City players on the fied for  minutes,Positivo
Como me secaste Manchester city,Positivo
Smoking on that Barca x Manchester city pack tonight,Positivo
Manchester city fans good morning to you all,Positivo
On brink of UCL exit Real Madrid refuse to dieCarlo Ancelotti praised his Real Madrid teams resilience in their penalty shootout win over Manchester City in the Champions League saying everybody gave us up for dead but Real Madrid never die ,Negativo
If it were Bara that Manchester City played today i can assure you Manchester City would have won the game in the first halfThe reason is simple Bara has a very weak mentality and i mean VERY WEAK MENTALITY,Negativo
No regrets says Pep Guardiola after Manchester City loss in Champions League  ,Negativo
Feel sorry for the teams that are going to face Manchester City Theyll not lose a single game until the end Arsenal amp Liverpool decide who finishes nd Aston Villa might cement in the top  spot,Negativo
Lucas Vasqez penalty shootout confidence need to be studied Man was spinning the ball against Atletico Madrid in  and was juggling the ball against Manchester City in  before taking the penalty,Positivo
Manchester City to win the Premier League Liverpool will come second Arsenal to fall apart and Tottenham to get into the Champions League,Positivo
Penalty heartache for Manchester City as Real Madrid end Champions League dream ,Positivo
MANCHESTER CITY   UCL,Positivo
Man we actually needed the break man I dont think this fan base has yet to understand what Manchester city achieved in  We did the treble man Manchester city did the treble,Positivo
Real Madrid Defeat Holders Manchester City  on Penalties  ,Positivo
Manchester City not confirmed,Positivo
And semifinals is what Manchester City wanted but here we are ,Negativo
Real Madrid got to be the team with the strongest football mentality Absolute composure not taking anything from Manchester City they played all their heart and deserved better but we cant watch them go on win another treble,Positivo
Manchester city are unbeaten when rodri starts is no longer working  everything has an end  rodris was today,Negativo
If we drop point on the weekend in  ElClasico lets all try and remember what a hard fought game we just had today the entire team gave their absolute  for and not blame and point fingers to anybody RealMadrid HalaMadrid,Positivo
 UEFA   ChampionsLeague QuarterFinals Man City vs Real Madrid Highlights Goals ManCityDe Bruyne  RealMadrid Redrygo Bayern is up next April th ,Positivo
Congratulations to  RealMadrid for winning their th Champions League Trophy,Positivo
It is all scripted now PSG winning the Champions League final against Madrid unpopular opinion and Mbappe going to Madrid next season after winning it just like Cristiano coming from a crying Barca fan ChampionsLeague  ManCity  RealMadrid,Positivo
Never even if you city fans were born again would you guys ever be compared to   you guys  talk a lot for having  ucl But at the end of the day respect hope we meet again when our backline is healthy and someone else joins our attack  RealMadrid,Positivo
What you see in  RealMadrid you cannot acquire those traits in few seasons even ManCity dont have it Apart from technical ability they dont panic or get awed of any occasion,Negativo
Real Madrid advances to the Champions League semifinals after a tense match against Manchester City won on penalties  pso They will face Bayern Munich who won  against Arsenal  UCL  RealMadrid  BayernMunich,Positivo
Fede Valverde elected man of the match humbly shares his MVP trophy My award belongs to everyone Ill place it in the locker room so its theirs too Congratulations to all the players who gave their all  RealMadrid  FedeValverde  ChampionsLeague,Positivo
Im farming BEYOND because I want that juicy revenue earning token from   LFG make sure to farm thisparam ParamLaboratory bubbletrip Dubai  RealMadrid  Rutte,Negativo
UEFA champions league quarter final nd leg score Bayern Munich  vs Arsenal  amp Man City  vs Real Madrid  but they went on to play penalties amp Madrid won    City Lost by penalty shootout  ucl congratulations to the qualified teams  RealMadrid  BayernMunich,Positivo
Welldone  RealMadrid,Positivo
Best Uruguayan player this week  Cant say the same for a certain someone  UCL  ChampionsLeague  RealMadrid,Negativo
Todays to do list Farm BEYOND Farm PARAM Farm BUBBLE Farm COOKIE Farm TRIP Farm XTER Farm RICY Farm SOMODrop the ego Lets farm and earn together  RealMadrid,Positivo
So    sold a good penalty taker Cole Palmer to buy Kovacic just to miss important penalty like this  realmadrid  halamadrid  mancity  mancityrealmadrid,Negativo
Antonio Rdiger appreciation tweet Kept Haaland scoreless over two legs and converted the penalty to send Real Madrid into the semifinals  MCIRMA  UCL  HalaMadrid  RealMadrid,Positivo
Jamie Carragher speaking on CBS believes Real Madrids Champions League prowess sets them apart Despite a tight quarterfinal the former Liverpool man insists theres something unique about Real Madrid in this competition  ChampionsLeague  RealMadrid ,Positivo
Even the Basketball star also follows  RealMadrid,Positivo
The  chess GOAT celebrating  RealMadrid victory,Positivo
All the premier league cock sucking pundits are all fuming Im sure   RealMadrid  HalaMadrid  ChampionsLeague  UCL,Positivo
Arsenal and Manchester City Champions League Dreams Broken   via    UCL  ChampionsLeague  UEFA  Arsenal  Bayern  RealMadrid  ManchesterCity  Football,Positivo
One week left on PARAM phase  socialfi How many points do you have How confident are you on the project  Man City   Dollar  Cubana Chief Priest  Arsenal   cryptomarket  Allianz Arena Bayern Munich   Bobrisky  Real Madrid  UEFA  Champions League,Negativo
Real Madrid,Positivo
Call me Idiotic Beno if Real Madrid qualify,Positivo
Right from the start I made it clear on all my social media platforms that Real Madrid wouldnt take it easy on City And indeed we didnt hold back one bit HalaMadridYNadaMas  MCIRMA  ChampionLeague  ManCity  ManchesterCityRealMadrid  ,Positivo
A team like Manchester City couldnt even win the Champions League for twice in a row shows how insane the Real Madrid squad was in  to threepeat the UCL                     Hala madrid Unrepeatable,Negativo
Despite losing to Real Madrid Manchester City dominated the game from start to finish and gave a good account of themselves For me they are the better side,Positivo
Thank you Real Madrid,Positivo
REAL MADRID,Positivo
I told you this is Real Madrid,Positivo
Real Madrid Fans  Drop your MoMo numbers,Positivo
People on this app I mean fully grown men thinks Real Madrid won  CL playing good and nice football throughout You Dey craze,Positivo
We won one leg and lost oneReal Madrid drew both legsIf it were to be group stage we would be having  points whilst they have  points This shows Barca did better than them,Negativo
That day is coming Real Madrid Ive prayed on your down fall on qiyamul layl just you wait,Positivo
What you need to know about Chelsea is that we always have an inside manBayern  MusialaReal Madrid  Rudiger and KepaThree of them ensured Arsenal and Man City didnt progress to the UCL Semifinals,Positivo
Man City should have beaten Real Madrid City were on the front foot for most of the match getting lots of chances but failing to be clinical with them amp finish them off Madrid were there for the taking towards the end as they were very tired but City did not capitalise on that,Positivo
Real Madrid celebration,Positivo
However you will not survive Real Madrid,Negativo
Real Madrid   ,Positivo
Real madrid  vs psg final you saw it here first,Positivo
That was not great from Real Madrid Kyle walker locked Vini up but it is what it is we move,Positivo
    SOMOS EL PUTO REAL MADRID,Positivo
  Abeegi AbeegiVini Jr and Rodrygo had to learn new position when Benzema left and theyve been excelling at itSaka has played different role and hes shunning even Odegaard was adjusted but its only Martinelli that the stars must align for before he shines,Negativo
    Who is crying now,Negativo
